,Word,Length,Freq_HAL,Log_Freq_HAL,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy
33732,sponsor,7,8205,9.01,637.79,1.4406779661016953,235.73,33.0,0.97
33733,sponsored,9,7500,8.92,727.76,1.9491525423728817,349.7,34.0,1.0
33734,sponsoring,10,2385,7.78,722.65,2.288135593220339,233.4,31.0,0.94
33735,sponsors,8,3803,8.24,649.88,1.8644067796610175,164.55,34.0,1.0
33736,sponsor's,9,260,5.56,682.65,2.2316384180790965,253.63,34.0,1.0
33737,sponsorship,11,2966,7.99,802.19,2.5423728813559325,305.19,31.0,0.97
33738,spontaneity,11,226,5.42,970.19,4.265536723163842,359.4,21.0,0.64
33739,spontaneous,11,2391,7.78,793.12,2.740112994350283,326.53,33.0,1.0
33740,spontaneously,13,1084,6.99,769.47,2.9096045197740117,214.09,32.0,0.97
33741,spoof,5,721,6.58,757.71,2.5706214689265536,265.19,21.0,0.66
33742,spook,5,399,5.99,654.35,2.0621468926553677,121.37,31.0,0.91
33743,spooky,6,928,6.83,610.42,1.1299435028248592,185.12,33.0,1.0
33744,spool,5,4385,8.39,666.85,1.3841807909604522,259.74,27.0,0.79
33745,spoon,5,2624,7.87,574.94,0.9887005649717517,125.45,34.0,1.0
33746,spooned,7,28,3.33,675.75,2.4858757062146895,157.78,32.0,0.94
33747,spoonfeed,9,34,3.53,910.96,4.40677966101695,347.6,24.0,0.71
33748,spoonful,8,221,5.4,652.75,1.5254237288135597,162.23,32.0,0.97
33749,sporadic,8,775,6.65,922.65,3.474576271186441,389.84,26.0,0.81
33750,spore,5,2918,7.98,609.37,1.4971751412429382,154.07,30.0,0.88
33751,spores,6,490,6.19,695.32,1.8926553672316389,168.13,31.0,0.94
33752,sport,5,15869,9.67,555.51,0.9039548022598876,180.17,35.0,1.0
33753,sportiest,9,5,1.61,1139.59,5.141242937853107,452.56,29.0,0.88
33754,sporting,8,3649,8.2,708.15,2.4011299435028253,298.16,33.0,1.0
33755,sports,6,26037,10.17,669.94,1.4689265536723166,282.77,34.0,1.0
33756,sportsman,9,284,5.65,727.52,2.6553672316384187,248.86,33.0,1.0
33757,sportsmanlike,13,44,3.78,974.27,4.858757062146893,354.45,30.0,0.91
33758,sportsmanship,13,272,5.61,777.94,2.9096045197740117,277.4,34.0,1.0
33759,sportsmen,9,198,5.29,820.12,2.7683615819209044,335.52,33.0,0.97
33760,sportsmen's,11,18,2.89,814.25,3.3898305084745766,350.35,32.0,0.97
33761,sportswriter,12,30,3.4,908.93,4.03954802259887,380.56,30.0,0.94
33762,sporty,6,435,6.08,667.03,2.090395480225989,174.63,34.0,1.0
33763,spot,4,19103,9.86,556.52,0.7062146892655369,198.43,33.0,0.97
33764,spotless,8,215,5.37,783.84,1.9209039548022604,516.27,32.0,0.97
33765,spotlight,9,2669,7.89,620.32,1.299435028248588,192.67,31.0,0.97
33766,spotlights,10,222,5.4,662.34,1.7231638418079098,169.05,32.0,0.97
33767,spots,5,7429,8.91,599.15,1.0169491525423733,229.43,33.0,1.0
33768,spotted,7,3528,8.17,698.52,1.6949152542372885,261.28,33.0,1.0
33769,spotter,7,241,5.48,757.31,2.4858757062146895,285.45,29.0,0.97
33770,spotting,8,914,6.82,609.79,1.3841807909604522,162.96,33.0,0.94
33771,spotty,6,422,6.05,650.74,1.666666666666667,192.34,31.0,0.89
33772,spouse,6,4415,8.39,647.39,1.3276836158192094,269.66,33.0,0.97
33773,spouses,7,1354,7.21,670.03,1.8079096045197742,208.13,33.0,1.0
33774,spout,5,1085,6.99,777.71,2.9096045197740117,394.12,31.0,0.94
33775,spouted,7,248,5.51,747.25,2.4576271186440684,189.33,28.0,0.85
33776,spouting,8,1258,7.14,723.52,2.68361581920904,275.27,31.0,0.91
33777,sprain,6,149,5.0,726.17,2.429378531073447,171.85,29.0,0.85
33778,sprained,8,258,5.55,726.87,2.740112994350283,191.44,31.0,0.91
33779,sprains,7,40,3.69,834.07,3.0790960451977405,356.26,27.0,0.82
33780,sprang,6,697,6.55,827.88,3.2485875706214697,310.05,32.0,0.94
33781,sprawl,6,871,6.77,706.0,1.8926553672316389,243.9,31.0,0.94
33782,sprawled,8,248,5.51,837.32,2.7683615819209044,459.04,31.0,0.94
33783,sprawling,9,323,5.78,790.45,2.6271186440677967,358.93,31.0,1.0
33784,spray,5,5153,8.55,679.41,1.7796610169491527,245.18,34.0,1.0
33785,sprayed,7,1125,7.03,690.91,2.203389830508475,225.67,32.0,0.94
33786,sprayer,7,220,5.39,721.52,2.7683615819209044,219.13,33.0,0.97
33787,spraying,8,1247,7.13,626.88,1.666666666666667,156.9,34.0,1.0
33788,sprays,6,745,6.61,649.32,1.610169491525424,210.61,31.0,0.91
33789,spread,6,22704,10.03,647.5,1.3841807909604522,214.43,32.0,0.97
33790,spreadable,10,22,3.09,828.32,3.418079096045198,355.43,28.0,0.88
33791,spreadeagle,11,72,4.28,1090.78,6.638418079096046,336.2,18.0,0.6
33792,spreader,8,299,5.7,851.4,2.8813559322033906,377.41,25.0,0.78
33793,spreading,9,5366,8.59,779.66,2.429378531073447,401.53,32.0,0.94
33794,spreads,7,1581,7.37,665.36,1.5254237288135597,174.99,33.0,1.0
33795,spree,5,533,6.28,749.94,2.8248587570621475,231.47,33.0,0.97
33796,sprig,5,53,3.97,1094.67,5.677966101694915,587.18,9.0,0.27
33797,spring,6,26152,10.17,641.86,1.4124293785310738,229.71,35.0,1.0
33798,springboard,11,284,5.65,756.65,3.1355932203389836,261.95,34.0,1.0
33799,Springfield,11,3972,8.29,862.64,3.2203389830508478,283.33,33.0,1.0
33800,Springfield's,13,48,3.87,852.03,3.418079096045198,237.94,33.0,0.97
33801,springing,9,405,6.0,919.24,4.03954802259887,479.24,29.0,0.94
33802,springs,7,10812,9.29,651.67,1.5254237288135597,261.71,33.0,0.97
33803,springtide,10,0,0.0,1097.74,4.887005649717514,497.34,19.0,0.61
33804,springtime,10,395,5.98,766.97,2.2316384180790965,269.67,33.0,1.0
33805,springy,7,155,5.04,912.32,4.661016949152542,344.69,25.0,0.76
33806,sprinkle,8,1246,7.13,691.27,1.7514124293785316,272.15,33.0,1.0
33807,sprinkled,9,470,6.15,693.21,1.9209039548022604,232.94,34.0,1.0
33808,sprinkler,9,212,5.36,695.0,1.8644067796610175,334.38,32.0,1.0
33809,sprinkling,10,261,5.56,714.18,2.1186440677966107,426.58,34.0,1.0
33810,sprint,6,3006,8.01,699.91,2.203389830508475,240.64,33.0,0.97
33811,sprinted,8,78,4.36,703.63,1.9491525423728817,239.11,30.0,0.91
33812,sprite,6,2147,7.67,681.61,1.7796610169491527,210.58,33.0,0.94
33813,sprocket,8,432,6.07,938.41,4.293785310734464,336.26,22.0,0.67
33814,sprout,6,407,6.01,778.35,2.514124293785311,276.94,31.0,0.94
33815,sprouted,8,230,5.44,749.88,2.9096045197740117,184.39,32.0,0.94
33816,sprouting,9,238,5.47,769.96,2.711864406779662,323.02,28.0,0.88
33817,spruce,6,876,6.78,681.0,1.8079096045197742,276.78,30.0,0.94
33818,spruced,7,16,2.77,812.8,3.333333333333334,239.92,25.0,0.74
33819,sprung,6,958,6.86,709.25,2.288135593220339,174.44,32.0,0.97
33820,spry,4,754,6.63,817.13,4.011299435028249,217.42,15.0,0.44
33821,spud,4,547,6.3,815.2,3.1355932203389836,235.89,25.0,0.74
33822,spun,4,1573,7.36,615.5,1.3276836158192094,151.7,30.0,0.88
33823,spunk,5,550,6.31,748.16,2.5988700564971756,262.46,32.0,0.97
33824,spunky,6,114,4.74,733.6,2.203389830508475,224.85,30.0,0.94
33825,spur,4,1019,6.93,675.32,1.8926553672316389,197.15,34.0,1.0
33826,spurious,8,1211,7.1,972.63,4.830508474576272,334.39,16.0,0.5
33827,spurn,5,42,3.74,787.6,3.6723163841807915,305.77,25.0,0.74
33828,spurned,7,121,4.8,751.39,2.796610169491526,184.77,23.0,0.68
33829,spurns,6,15,2.71,935.13,4.011299435028249,385.57,24.0,0.75
33830,spurred,7,396,5.98,720.75,2.3728813559322037,256.54,32.0,0.94
33831,spurring,8,93,4.53,713.92,2.5988700564971756,196.59,25.0,0.74
33832,spurs,5,1083,6.99,657.0,1.6384180790960456,292.46,31.0,0.89
33833,spurt,5,659,6.49,667.11,1.7514124293785316,213.93,27.0,0.79
33834,sputnik,7,251,5.53,853.69,4.293785310734464,206.53,16.0,0.52
33835,sputniks,8,3,1.1,1009.09,5.338983050847458,305.4,23.0,0.7
33836,sputter,7,198,5.29,842.82,3.3050847457627124,316.17,28.0,0.85
33837,sputtered,9,217,5.38,826.32,3.418079096045198,318.01,28.0,0.82
33838,spy,3,5251,8.57,613.5,1.0734463276836161,225.58,34.0,1.0
33839,spyglass,8,398,5.99,814.71,3.1638418079096047,284.15,31.0,0.89
33840,spying,6,1390,7.24,688.91,1.7231638418079098,242.48,32.0,0.94
33841,squab,5,19,2.94,731.67,3.0790960451977405,167.11,15.0,0.47
33842,squabble,8,205,5.32,829.79,3.5593220338983054,401.24,29.0,0.85
33843,squabbles,9,209,5.34,810.33,3.3615819209039555,351.79,27.0,0.84
33844,squabbling,10,251,5.53,951.11,3.9830508474576276,347.1,27.0,0.82
33845,squad,5,4812,8.48,629.97,1.5819209039548028,209.8,33.0,1.0
33846,squadron,8,2393,7.78,843.79,3.3050847457627124,429.02,24.0,0.73
33847,squadrons,9,489,6.19,882.4,4.378531073446328,311.67,25.0,0.76
33848,squadroom,9,8,2.08,934.9,4.519774011299436,325.02,20.0,0.61
33849,squads,6,1121,7.02,672.06,1.8926553672316389,270.44,32.0,0.94
33850,squalid,7,125,4.83,794.87,4.293785310734464,212.98,15.0,0.43
33851,squall,6,197,5.28,681.7,2.090395480225989,188.54,30.0,0.94
33852,squalls,7,44,3.78,775.62,2.937853107344633,204.01,29.0,0.91
33853,squalor,7,184,5.21,934.84,4.322033898305086,299.99,19.0,0.58
33854,squander,8,171,5.14,830.27,3.0225988700564974,371.05,33.0,1.0
33855,squandered,10,217,5.38,866.12,3.5028248587570627,340.76,33.0,0.97
33856,square,6,19004,9.85,641.06,1.4124293785310738,258.63,32.0,1.0
33857,squared,7,1080,6.98,729.96,2.3728813559322037,288.93,28.0,0.85
33858,squarely,8,712,6.57,780.53,2.7683615819209044,250.78,30.0,0.97
33859,squares,7,2672,7.89,577.58,1.0734463276836161,132.16,33.0,1.0
33860,squash,6,1217,7.1,600.52,1.3841807909604522,166.76,33.0,0.97
33861,squashed,8,571,6.35,614.81,1.4406779661016953,133.98,32.0,0.97
33862,squashing,9,141,4.95,738.97,2.175141242937854,312.66,32.0,0.94
33863,squashy,7,7,1.95,827.3,3.6440677966101696,288.42,27.0,0.87
33864,squat,5,1637,7.4,640.94,1.8926553672316389,162.5,32.0,0.94
33865,squats,6,510,6.23,761.28,2.288135593220339,356.65,29.0,0.88
33866,squatted,8,255,5.54,834.07,3.1355932203389836,388.09,30.0,0.88
33867,squatter,8,62,4.13,821.11,2.937853107344633,228.78,27.0,0.82
33868,squatter's,10,20,3.0,842.74,3.813559322033899,237.11,27.0,0.79
33869,squatting,9,443,6.09,723.0,2.5988700564971756,189.7,30.0,0.91
33870,squaw,5,355,5.87,795.12,2.937853107344633,211.93,25.0,0.74
33871,squawk,6,216,5.38,741.14,2.6553672316384187,201.67,28.0,0.88
33872,squeak,6,516,6.25,715.5,2.033898305084746,250.57,32.0,0.97
33873,squeaked,8,135,4.91,725.67,2.146892655367232,335.07,33.0,0.97
33874,squeaking,9,163,5.09,765.28,2.514124293785311,285.41,32.0,0.94
33875,squeaky,7,412,6.02,671.52,1.6949152542372885,227.28,33.0,0.97
33876,squeal,6,589,6.38,685.39,2.0056497175141246,242.9,31.0,0.97
33877,squealed,8,314,5.75,709.34,2.288135593220339,199.86,32.0,0.97
33878,squealer,8,40,3.69,691.88,2.4011299435028253,152.95,33.0,0.94
33879,squealing,9,334,5.81,684.5,2.090395480225989,243.57,32.0,0.91
33880,squeals,7,203,5.31,666.0,1.6384180790960456,184.35,32.0,0.94
33881,squeamish,9,177,5.18,802.7,3.2203389830508478,379.93,27.0,0.79
33882,squeamishness,13,24,3.18,1065.75,4.915254237288136,348.79,20.0,0.69
33883,squeegee,8,86,4.45,930.71,5.593220338983052,265.22,14.0,0.45
33884,squeeze,7,3914,8.27,605.35,1.2711864406779667,197.96,34.0,1.0
33885,squeezed,8,2158,7.68,728.13,2.1186440677966107,219.46,31.0,1.0
33886,squeezing,9,1548,7.34,623.03,1.5819209039548028,141.94,33.0,0.97
33887,squelch,7,400,5.99,826.68,3.3050847457627124,410.37,22.0,0.65
33888,squelched,9,230,5.44,851.79,3.898305084745763,233.52,19.0,0.58
33889,squid,5,1126,7.03,678.36,1.5536723163841812,218.71,28.0,0.93
33890,squiggle,8,69,4.23,859.47,3.6440677966101696,402.36,19.0,0.59
33891,squiggly,8,55,4.01,878.18,3.9265536723163845,295.18,22.0,0.63
33892,squint,6,261,5.56,735.26,2.4858757062146895,280.4,31.0,0.89
33893,squinted,8,121,4.8,701.67,2.6553672316384187,197.13,33.0,0.97
33894,squinting,9,136,4.91,772.07,3.1920903954802267,216.79,28.0,0.9
33895,squinty,7,18,2.89,915.23,4.519774011299436,296.65,22.0,0.67
33896,squire,6,1681,7.43,800.36,2.937853107344633,347.77,28.0,0.82
33897,squires,7,376,5.93,906.89,3.7853107344632777,348.86,27.0,0.82
33898,squirm,6,730,6.59,676.55,1.9774011299435033,202.31,29.0,0.88
33899,squirmed,8,521,6.26,861.29,3.4463276836158196,299.5,28.0,0.88
33900,squirms,7,56,4.03,832.66,3.1638418079096047,355.78,32.0,0.94
33901,squirrel,8,1989,7.6,751.71,2.3163841807909606,353.26,34.0,0.97
33902,squirt,6,1371,7.22,701.97,1.9774011299435033,215.83,30.0,0.91
33903,squirted,8,386,5.96,761.78,2.8813559322033906,237.59,32.0,0.97
33904,squirting,9,604,6.4,845.16,2.994350282485876,406.6,31.0,0.91
33905,stab,4,1640,7.4,627.03,1.2429378531073452,220.85,35.0,1.0
33906,stabbed,7,783,6.66,619.74,1.4124293785310738,134.05,35.0,1.0
33907,stabilities,11,4,1.39,826.7,3.7853107344632777,308.91,30.0,0.94
33908,stability,9,8857,9.09,685.97,1.8926553672316389,272.63,32.0,0.97
33909,stabilization,13,683,6.53,786.81,3.276836158192091,248.76,32.0,0.97
33910,stabilize,9,1063,6.97,692.84,2.2316384180790965,221.89,32.0,0.94
33911,stabilized,10,481,6.18,746.91,2.3163841807909606,253.54,34.0,0.97
33912,stabilizers,11,233,5.45,850.15,3.3615819209039555,325.35,33.0,0.97
33913,stabilizes,10,169,5.13,756.94,2.4576271186440684,242.96,31.0,0.91
33914,stabilizing,11,459,6.13,772.65,2.8248587570621475,320.2,31.0,0.94
33915,stable,6,15640,9.66,608.42,1.0451977401129948,182.53,33.0,0.97
33916,stabled,7,17,2.83,728.47,2.8248587570621475,211.59,32.0,0.94
33917,stableman,9,2,0.69,779.85,2.937853107344633,250.43,33.0,0.94
33918,stables,7,220,5.39,701.65,1.5536723163841812,313.45,34.0,1.0
33919,stabs,5,273,5.61,646.15,1.3841807909604522,165.92,33.0,0.94
33920,staccato,8,169,5.13,875.13,4.7175141242937855,274.02,15.0,0.45
33921,staccatos,9,7,1.95,963.63,5.225988700564972,281.04,8.0,0.24
33922,Stacey,6,1233,7.12,676.33,2.0056497175141246,158.86,30.0,0.97
33923,stack,5,14654,9.59,625.65,1.3276836158192094,236.72,31.0,0.91
33924,stacked,7,1503,7.32,586.12,1.299435028248588,155.84,33.0,0.97
33925,stacking,8,534,6.28,648.7,1.7231638418079098,263.02,33.0,1.0
33926,stacks,6,2889,7.97,647.21,1.7514124293785316,169.45,34.0,0.97
33927,Stacy,5,1444,7.28,662.76,1.666666666666667,120.12,33.0,1.0
33928,stadium,7,8580,9.06,648.63,1.299435028248588,189.33,32.0,0.97
33929,staff,5,41035,10.62,518.21,0.48022598870056526,75.1,33.0,0.97
33930,staffed,7,769,6.65,770.19,2.6271186440677967,318.65,32.0,0.97
33931,staffing,8,5939,8.69,783.59,2.3728813559322037,309.78,32.0,0.94
33932,Stafford,8,1307,7.18,766.11,3.276836158192091,260.46,28.0,0.9
33933,staffs,6,755,6.63,699.66,1.9209039548022604,282.1,32.0,0.94
33934,staff's,7,87,4.47,689.1,1.8644067796610175,172.4,30.0,0.91
33935,stag,4,290,5.67,694.87,2.0056497175141246,211.66,30.0,0.88
33936,stage,5,30645,10.33,603.59,1.186440677966102,152.72,34.0,1.0
33937,stagecoach,10,86,4.45,698.88,2.203389830508475,194.72,33.0,1.0
33938,staged,6,2202,7.7,668.17,1.8361581920903958,217.86,30.0,0.88
33939,stager,6,143,4.96,958.75,4.632768361581921,358.43,16.0,0.48
33940,stages,6,6226,8.74,661.21,1.6949152542372885,235.91,33.0,1.0
33941,stagger,7,353,5.87,703.59,2.3163841807909606,204.53,32.0,0.97
33942,staggered,9,579,6.36,661.03,1.5819209039548028,223.09,33.0,0.97
33943,staggering,10,887,6.79,756.5,2.344632768361582,286.75,30.0,0.94
33944,staggeringly,12,79,4.37,1093.6,5.9604519774011315,381.09,25.0,0.83
33945,staginess,9,2,0.69,1000.25,5.621468926553672,403.18,12.0,0.4
33946,staging,7,869,6.77,735.97,2.4011299435028253,242.29,32.0,0.97
33947,stagnant,8,493,6.2,927.8,4.293785310734464,384.27,25.0,0.74
33948,stagnate,8,137,4.92,870.31,3.6158192090395485,352.25,29.0,0.85
33949,stagnation,10,504,6.22,887.43,3.333333333333334,326.13,30.0,0.94
33950,stags,5,59,4.08,689.66,2.0621468926553677,239.72,32.0,0.94
33951,staid,5,124,4.82,700.92,3.050847457627119,248.51,12.0,0.35
33952,stain,5,1776,7.48,630.32,1.2429378531073452,203.57,34.0,1.0
33953,stained,7,1176,7.07,649.7,1.6384180790960456,222.23,30.0,0.94
33954,staining,8,426,6.05,648.77,1.4689265536723166,152.88,35.0,1.0
33955,stainless,9,2966,7.99,763.88,2.2316384180790965,366.88,33.0,1.0
33956,stains,6,1281,7.16,669.91,1.610169491525424,183.38,35.0,1.0
33957,stair,5,924,6.83,704.03,2.2316384180790965,313.96,34.0,1.0
33958,staircase,9,876,6.78,645.68,1.6949152542372885,185.54,34.0,1.0
33959,staircases,10,122,4.8,781.28,2.6553672316384187,361.4,32.0,0.97
33960,stairs,6,5581,8.63,556.16,1.0734463276836161,147.05,32.0,0.94
33961,stairway,8,714,6.57,663.18,1.9209039548022604,161.31,34.0,1.0
33962,stairways,9,129,4.86,643.78,1.5536723163841812,170.09,32.0,0.94
33963,stairwell,9,160,5.08,608.74,1.9209039548022604,130.19,31.0,1.0
33964,stairwells,10,34,3.53,813.59,2.937853107344633,284.33,32.0,0.94
33965,stake,5,4529,8.42,650.22,1.6384180790960456,308.64,32.0,1.0
33966,staked,6,229,5.43,829.0,3.2485875706214697,291.76,29.0,0.85
33967,stakeholder,11,16,2.77,951.57,4.1807909604519775,473.46,30.0,0.94
33968,stakeout,8,94,4.54,738.55,2.68361581920904,241.56,29.0,0.91
33969,stakes,6,1902,7.55,756.03,2.203389830508475,261.16,32.0,0.91
33970,stalactite,10,13,2.56,1005.5,4.80225988700565,279.06,10.0,0.31
33971,stalagmite,10,20,3.0,1154.45,5.9604519774011315,484.42,20.0,0.61
33972,stale,5,1399,7.24,707.77,1.9491525423728817,254.32,30.0,0.88
33973,stalemate,9,471,6.15,905.28,3.333333333333334,428.3,25.0,0.78
33974,Stalin,6,2624,7.87,738.93,2.6553672316384187,214.67,29.0,0.85
33975,Stalinist,9,359,5.88,998.18,5.084745762711865,343.96,17.0,0.53
33976,Stalin's,8,472,6.16,809.72,3.276836158192091,192.98,25.0,0.78
33977,stalk,5,723,6.58,645.67,2.0056497175141246,203.81,33.0,1.0
33978,stalked,7,341,5.83,634.09,1.4124293785310738,173.07,32.0,0.97
33979,stalker,7,2844,7.95,717.79,2.344632768361582,353.52,33.0,1.0
33980,stalking,8,853,6.75,655.15,1.186440677966102,216.45,33.0,0.97
33981,stall,5,2794,7.94,643.81,1.9209039548022604,232.22,32.0,0.94
33982,stalled,7,672,6.51,692.44,1.9774011299435033,248.3,34.0,1.0
33983,stallholder,11,3,1.1,949.86,4.7740112994350286,364.69,21.0,0.68
33984,stalling,8,798,6.68,705.72,2.288135593220339,218.92,32.0,0.94
33985,stallings,9,309,5.73,766.19,2.514124293785311,258.35,26.0,0.81
33986,stallion,8,981,6.89,723.39,2.090395480225989,292.83,31.0,0.94
33987,stallion's,10,44,3.78,859.03,3.418079096045198,442.03,30.0,0.94
33988,stalls,6,1017,6.92,773.28,2.3163841807909606,312.0,29.0,0.91
33989,stalwart,8,155,5.04,812.2,3.3615819209039555,176.1,15.0,0.44
33990,stamen,6,29,3.37,905.25,4.661016949152542,404.34,16.0,0.52
33991,stamens,7,26,3.26,883.94,4.350282485875707,272.13,16.0,0.47
33992,stamina,7,763,6.64,819.63,3.1355932203389836,275.31,30.0,0.91
33993,staminate,9,0,0.0,841.18,3.050847457627119,358.04,17.0,0.55
33994,stammer,7,103,4.63,713.0,2.0621468926553677,266.31,29.0,0.85
33995,stammered,9,293,5.68,703.82,2.344632768361582,201.83,33.0,1.0
33996,stammering,10,43,3.76,803.13,2.740112994350283,271.17,31.0,0.97
33997,stamp,5,6821,8.83,580.03,1.0169491525423733,165.66,34.0,1.0
33998,stamped,7,3749,8.23,652.84,1.4124293785310738,275.68,31.0,0.97
33999,stampede,8,952,6.86,786.71,2.514124293785311,363.51,34.0,0.97
34000,stampeded,9,24,3.18,899.96,3.7853107344632777,446.72,28.0,0.9
34001,stamping,8,604,6.4,707.79,1.7514124293785316,222.63,34.0,1.0
34002,stamps,6,6032,8.7,588.03,1.1299435028248592,149.36,34.0,1.0
34003,Stan,4,6184,8.73,681.84,2.0056497175141246,163.95,31.0,0.91
34004,stance,6,4292,8.36,749.56,2.796610169491526,242.17,32.0,0.94
34005,stances,7,469,6.15,788.11,2.740112994350283,278.71,27.0,0.82
34006,stanch,6,5,1.61,927.55,5.310734463276836,388.68,11.0,0.35
34007,stanchest,9,0,0.0,713.5,2.5423728813559325,47.38,2.0,0.06
34008,stand,5,48716,10.79,530.61,0.6779661016949154,183.32,33.0,0.97
34009,standard,8,108320,11.59,647.42,1.3276836158192094,302.37,31.0,0.97
34010,standardization,15,1068,6.97,789.52,3.276836158192091,256.36,31.0,0.94
34011,standardize,11,455,6.12,807.63,2.711864406779662,346.83,32.0,1.0
34012,standardized,12,2525,7.83,712.34,2.3163841807909606,184.82,32.0,0.97
34013,standardizing,13,196,5.28,753.25,2.8248587570621475,271.89,32.0,0.97
34014,standards,9,34746,10.46,574.71,0.9887005649717517,133.34,34.0,0.97
34015,standby,7,1092,7.0,655.53,1.355932203389831,171.91,32.0,0.97
34016,standing,8,24152,10.09,623.81,1.4406779661016953,282.96,31.0,0.94
34017,standoffish,11,38,3.64,1034.26,4.887005649717514,436.68,23.0,0.7
34018,standpoint,10,2854,7.96,727.67,2.288135593220339,335.88,33.0,0.97
34019,stands,6,18459,9.82,628.09,1.1016949152542377,232.46,34.0,1.0
34020,standstill,10,310,5.74,874.59,3.2203389830508478,412.82,34.0,1.0
34021,Stanford,8,8486,9.05,669.23,1.6384180790960456,173.68,35.0,1.0
34022,stank,5,115,4.74,753.04,2.288135593220339,310.37,24.0,0.71
34023,Stanley,7,5417,8.6,660.93,1.8361581920903958,223.12,30.0,0.94
34024,Stanley's,9,83,4.42,716.21,2.2316384180790965,225.54,33.0,0.97
34025,stanza,6,300,5.7,783.83,2.4576271186440684,407.07,29.0,0.88
34026,staple,6,1109,7.01,573.94,1.0451977401129948,129.39,34.0,0.97
34027,stapler,7,76,4.33,665.76,2.1186440677966107,179.39,29.0,0.85
34028,staples,7,1124,7.02,664.76,1.4406779661016953,213.27,34.0,1.0
34029,stapling,8,80,4.38,723.57,2.9661016949152548,190.8,28.0,0.82
34030,star,4,81633,11.31,523.76,0.3672316384180796,129.9,33.0,0.97
34031,starboard,9,437,6.08,727.17,2.514124293785311,294.22,29.0,0.88
34032,starch,6,626,6.44,596.13,1.3276836158192094,104.96,32.0,1.0
34033,starched,8,67,4.2,737.75,1.9491525423728817,263.54,32.0,1.0
34034,starchy,7,73,4.29,750.97,2.2316384180790965,246.81,29.0,0.85
34035,stardom,7,170,5.14,862.52,3.276836158192091,370.83,31.0,0.91
34036,stardust,8,434,6.07,719.12,2.0056497175141246,211.26,33.0,1.0
34037,stare,5,2907,7.97,645.36,1.4971751412429382,134.04,33.0,0.97
34038,stared,6,3239,8.08,683.0,2.203389830508475,212.2,31.0,0.94
34039,stares,6,999,6.91,664.07,2.033898305084746,232.39,30.0,0.88
34040,starfish,8,313,5.75,689.94,1.8079096045197742,275.24,33.0,1.0
34041,stargazer,9,262,5.57,785.86,3.276836158192091,248.31,22.0,0.67
34042,staring,7,4260,8.36,655.21,1.8079096045197742,334.09,29.0,0.94
34043,stark,5,2737,7.91,742.18,2.514124293785311,269.01,28.0,0.8
34044,starkly,7,76,4.33,808.14,3.1355932203389836,284.25,22.0,0.67
34045,starlet,7,184,5.21,777.29,2.8813559322033906,290.05,28.0,0.82
34046,starlight,9,494,6.2,700.52,2.0056497175141246,236.4,33.0,1.0
34047,starling,8,112,4.72,793.23,2.8531073446327686,259.09,26.0,0.79
34048,starlings,9,91,4.51,780.39,2.796610169491526,259.44,31.0,0.94
34049,starlit,7,19,2.94,906.1,3.84180790960452,347.02,31.0,0.89
34050,starred,7,1442,7.27,683.75,2.288135593220339,178.34,28.0,0.85
34051,starring,8,2743,7.92,690.47,1.8644067796610175,220.4,34.0,1.0
34052,starry,6,251,5.53,776.16,2.8813559322033906,240.67,25.0,0.76
34053,stars,5,22554,10.02,603.66,1.1581920903954805,145.05,35.0,1.0
34054,star's,6,372,5.92,593.03,1.0734463276836161,153.96,31.0,0.94
34055,start,5,172475,12.06,567.7,0.5932203389830513,139.88,33.0,0.97
34056,started,7,98348,11.5,633.52,1.4124293785310738,245.87,29.0,0.97
34057,starter,7,7239,8.89,691.85,1.9774011299435033,288.22,33.0,1.0
34058,starting,8,53738,10.89,706.03,1.4971751412429382,274.5,33.0,0.94
34059,startle,7,179,5.19,721.91,2.3163841807909606,305.99,32.0,0.94
34060,startled,8,1242,7.12,626.36,1.4124293785310738,177.76,33.0,0.97
34061,startling,9,1135,7.03,761.0,2.4011299435028253,280.36,32.0,0.97
34062,startlingly,11,126,4.84,1034.85,4.096045197740113,432.64,26.0,0.81
34063,starts,6,30545,10.33,610.94,1.2146892655367236,260.1,34.0,1.0
34064,startups,8,379,5.94,844.52,3.898305084745763,328.98,25.0,0.78
34065,starvation,10,1354,7.21,804.56,2.937853107344633,398.19,32.0,1.0
34066,starve,6,1494,7.31,801.72,2.7683615819209044,346.19,29.0,0.85
34067,starved,7,717,6.58,718.09,2.033898305084746,285.84,34.0,1.0
34068,starving,8,2093,7.65,657.88,1.5819209039548028,238.33,34.0,1.0
34069,stash,5,1042,6.95,768.57,2.8531073446327686,252.29,28.0,0.9
34070,stashed,7,265,5.58,812.06,3.3615819209039555,271.78,33.0,0.94
34071,stasis,6,3557,8.18,809.73,3.3898305084745766,282.98,15.0,0.45
34072,stat,4,3887,8.27,752.43,2.8248587570621475,350.5,23.0,0.74
34073,state,5,199232,12.2,631.22,1.186440677966102,207.14,32.0,0.94
34074,stated,6,35851,10.49,713.27,2.033898305084746,304.35,33.0,0.97
34075,statehood,9,329,5.8,727.59,2.3163841807909606,318.92,29.0,0.85
34076,statehouse,10,58,4.06,770.71,2.9661016949152548,269.36,31.0,0.94
34077,stateless,9,239,5.48,802.68,2.994350282485876,301.3,31.0,0.97
34078,stately,7,399,5.99,724.07,2.514124293785311,248.41,30.0,0.88
